Titulo,Categoria,Resumo,Status
Elefante branco nasce em Mianmar; veja vídeo,mundo,"Imagens divulgadas pela imprensa mostram o elefante, que ainda não recebeu nome, brincando na água com a mãe.",0
Elefante branco nasce em Mianmar,mundo,Nascimento foi anunciado por um jornal estatal.,0
O que acontece com os russos que não querem lutar na Ucrânia,mundo,"Denúncia lista prisões ilegais, agressões físicas e tortura psicológica contra ""desobedientes”. Na Rússia, é crime divulgar informações sobre esses casos e demandar publicamente a soltura desses militares.",0
Mulher encomenda mesa de quase R$ 10 mil e recebe móvel com imagem semelhante a pênis; veja foto,mundo,"Arquiteta e DJ brasileira elaborou projeto de design na Espanha, onde mora, e encomendou produto; ao g1, ela conta que empresa entregou a peça já avisando que faria nova versão. Preparo envolve lava vulcânica, e o resultado só se revela quando tampo da mesa sai do forno. ",0
Tensão em Taiwan: o longo histórico de Nancy Pelosi em oposição à China,mundo,A viagem da presidente da Câmara dos EUA a Taiwan irritou a China — mas a política tem uma longa história de enfrentamento com Pequim.,0
Ataque com faca em jardim de infância no sudeste da China deixa três mortos e seis feridos,mundo,"Crimes violentos em larga escala são raros na China, país que tem restrições severas sobre o porte de armas. Mas nos últimos anos foram registrados vários ataques com faca. ",0
Funcionário do McDonald's em Nova York é baleado e fica gravemente ferido após cliente reclamar de batata frita fria,mundo,Chefe do Departamento de Polícia informou que homem de 20 anos foi acusado de tentativa de assassinato e posse ilegal de arma. Atirador foi até a lanchonete armado após a mãe dele ligar reclamando da comida.,0
Taiwan prevê aumento de 'guerra psicológica' após visita de Nancy Pelosi,mundo,"As autoridades do país aumentaram a segurança nas principais infraestruturas, incluindo usinas de energia e aeroportos, e elevaram o nível de alerta de segurança cibernética nos escritórios do governo.",0
"Como ataque de drone dos EUA matou líder da Al-Qaeda, mas não sua família",mundo,O uso de um míssil extremamente preciso e o estudo dos hábitos de Zawahiri foram fundamentais para o desfecho.,0
Homem de 62 anos sobrevive 16 horas preso embaixo de um veleiro na Espanha,mundo,Ele indicou sua posição para a equipe de resgate batendo no casco da embarcação. Vídeo mostra o momento em que o navio foi encontrado virado no meio do mar.,0
Francês é resgatado após passar 16 horas em veleiro virado,mundo,"Acidente aconteceu na costa da Galícia, no norte da Espanha.",0
Pressões da China sobre Taiwan seguiriam adiante mesmo sem a visita de Nancy Pelosi,mundo,A parada estratégica de presidente da Câmara americana em Taipé apenas acirrou um desequilíbrio que já vinha registrando tremores no tripé China-Taiwan-EUA.,0
Taiwan: os jovens da ilha que treinam 'por conta própria' para guerra,mundo,"Enquanto visita da presidente da Câmara dos Deputados dos Estados Unidos, Nancy Pelosi, aumenta tensões com a China, população se prepara para eventual conflito.",0
Explosão em fábrica de armamentos deixa 8 feridos na França,mundo,Sons foram ouvidos e geraram pânico nos funcionários. 1 pessoa se feriu gravemente.,0
A odisseia dos cubanos que tentaram chegar aos EUA e acabaram refugiados na Austrália,mundo,"Por mais estranho que pareça, há cubanos que partem para a Flórida, são interceptados em alto mar e acabam em um país tão distante quanto a Austrália.",0
"Crise EUA-China: Aviões de guerra chineses voltam a sobrevoar Taiwan, diz governo local",mundo,"Segundo Ministério da Defesa de Taiwan, 27 aviões de guerra entraram no espaço aéreo da ilha, um dia depois de visita de presidente da Câmara dos EUA a Taipei, o que irritou Pequim. ",0
Pais de garoto britânico com morte cerebral tentam último recurso para impedir desligamento de aparelhos,mundo,"Archie Battersbee, de 13 anos, foi achado inconsciente em casa em abril e está desacordado desde então. Justiça havia autorizado hospital a desligar aparelhos que o mantém vivo, e caso abriu grande debate no Reino Unido. ",0
VÍDEO: Morador de Las Vegas sobrevive a assalto após arma falhar diversas vezes,mundo,Vídeo divulgado pela polícia local mostra a tentativa falha. Ninguém se feriu.,0
"Após cortes da Rússia, Alemanha considera prolongar atividade de usinas nucleares",mundo,"Antes da guerra, Berlim planejava abandonar totalmente produção de energia nuclear em 2022. País é o mais afetado pelos cortes de fornecimento de gás russo à Europa. ",0
Morador de Las Vegas sobrevive a assalto após arma falhar diversas vezes,mundo,Morador de Las Vegas sobrevive a assalto após arma falhar diversas vezes,0
Biden emite ordem executiva na primeira reunião da força-tarefa sobre acesso à saúde reprodutiva,mundo,Discussões sobre o acesso ao aborto entraram em pauta após a revogação da decisão de Roe vs Wade pela Suprema Corte dos EUA.,0
Varíola dos macacos: por que a doença se espalha pelo mundo após ser endêmica por décadas na África,mundo,"Os cientistas ainda investigam os fatores que levaram à nova emergência de saúde pública internacional, mas destacam o papel do aumento da mobilidade após o fim das restrições da covid, a falta de atenção com doenças negligenciadas e uma queda geral na imunidade contra os vírus dessa família.",0
Estátua de Putin sentado em tanque de guerra aparece em parquinho de Nova York; vídeo,mundo,Obra é do artista francês James Colomina.,0
"Direito ao aborto: como Kansas, Estado com maioria conservadora, decidiu manter permissão",mundo,A maioria dos eleitores disse que não deseja alterar a Constituição do Estado para incluir proibição ao aborto.,0
Nancy Pelosi deixa Taiwan após visita que acirrou tensões com China,mundo,"Avião com a presidente da Câmara dos EUA deixou a ilha, em viagem que Pequim classificou como provocação. ",0
Nancy Pelosi deixa Taiwan após visita polêmica,mundo,Nancy Pelosi deixa Taiwan após visita polêmica,0
EUA podem ter usado novo míssil com 6 lâminas que fatia o alvo e não explode para matar Zawahiri,mundo,O míssil modificado chama-se R9X. É um míssil que não tem uma ogiva para detonar e não explode: ele tem seis lâminas afiadas que têm como propósito fatiar o alvo.,0
"China não tem interesse em manchar sua imagem com confronto nuclear por Taiwan, avalia diplomata",mundo,"Em entrevista ao podcast O Assunto, Fausto Godoy afirma que crescimento econômico chinês é impasse para que país chegue às 'vias de fato' por causa de viagem de Nancy Pelosi à Taiwan. ",0
Taiwan acusa China de bloqueio aeronaval e negocia rotas com Japão e Filipinas,mundo,"Nancy Pelosi encontrou-se com a presidente de Taiwan, Tsai Ing-wen.",0
China impõe sanções a Taiwan após visita de Nancy Pelosi,mundo,China suspendeu importações de como frutas e peixes e paralisou as exportações de areia natural para Taiwan. A alfândega chinesa ainda suspendeu as importações de 35 exportadores taiwaneses de biscoitos e doces.,0
Coreia do Norte apoia China contra 'interferência descarada' dos EUA em Taiwan,mundo,"Posicionamento do governo norte-coreano é reação à chegada de Nancy Pelosi, segunda na sucessão presidencial dos Estados Unidos, em Taiwan, na terça-feira.",0
Sobe para 4 número de mortos em maior incêndio florestal do ano na Califórnia,mundo,"Bombeiros continuam buscas por possíveis vítimas do fogo, que já queimou mais de 22 mil hectares no norte do estado.",0
Estátua de Putin sentado em tanque de guerra aparece em parquinho de NY,mundo,"A estátua é obra do artista francês James Colomina, conhecido por colocar estátuas vermelhas em locais não anunciados.",0
"Polícia procura vítimas de incêndio na Califórnia, EUA",mundo,"Polícia procura vítimas de incêndio na Califórnia, EUA.",0
5 pontos para entender a tensão causada pela visita de Nancy Pelosi a Taiwan,mundo,"Nancy Pelosi, a presidente da Câmara dos deputados dos EUA, chegou nesta terça à ilha de Taiwan. O episódio desencadeou uma escalada de tensão entre China e EUA.",0
"'China não ficará de braços cruzados', diz vice-ministro a embaixador dos EUA",mundo,"Em resposta à chegada de Nancy Pelosi em Taiwan, governo chinês convocou embaixador norte-americano para reunião.",0
Taiwan: as possíveis reações da China à visita de Pelosi,mundo,Pequim anuncia exercícios militares e suspende importações de Taiwan; especialista teme mudança de postura do país asiático com relação à guerra na Ucrânia.,0
Primeiro carregamento de grãos ucranianos chega à Turquia,mundo,"De acordo com o governo da Ucrânia, outros 16 navios cargueiros de grãos ""estão esperando sua vez"" para zarpar de Odessa, a cidade portuária que, antes da guerra, concentrava 60% da atividade marítima do país.",0
Quem é Nancy Pelosi?,mundo,"Personagem central do mais recente episódio de agravamento da tensão entre o governo americano e a China, Nancy Pelosi foi a primeira mulher a presidir a Câmara dos Estados Unidos.",0
As 43 domésticas sul-americanas que denunciam a Opus Dei por servidão e exploração,mundo,"Mulheres da Argentina, Paraguai e Bolívia denunciam a organização católica ultraconservadora, que diz ter aberto uma 'comissão de escuta e estudo' sobre os casos. Elas exigem indenização financeira e reconhecimento público da Igreja.",0
Pelosi em Taiwan: os jovens da ilha que treinam 'por conta própria' para guerra,mundo,"Enquanto visita da presidente da Câmara dos Deputados dos Estados Unidos, Nancy Pelosi, aumenta tensões com a China, população se prepara para eventual conflito.",0
Espanha investiga onda misteriosa de 'espetadas' em mulheres,mundo,"Embora vítimas sintam sonolência e enjoo após ataques, agressões não levam a outros crimes.",0
Justiça dos EUA processa Idaho por lei que proíbe aborto mesmo em casos de emergência,mundo,Legislação torna procedimento crime punível com até cinco anos de prisão. Médicos que violarem a lei também poderão ser presos.,0
Nancy Pelosi: saiba quem é a presidente da Câmara dos EUA,mundo,"Personagem central do mais recente episódio de agravamento da tensão entre o governo americano e a China, ela tornou-se, em 2007, a 1ª mulher a presidir a Câmara do país, posto ao qual retornou em 2019.",0
Embarcações militares dos EUA navegam pela região de Taiwan,mundo,"O Pentágono garantiu que a presença desses dois barcos na região não tem relação com a visita de Nancy Pelosi, a funcionária de mais alta categoria a visitar a ilha desde 1997.",0
Ministério Público da Argentina acusa Cristina Kirchner de direcionar contratos em concessões,mundo,"Um dos processos contra a vice-presidente da Argentina, Cristina Kirchner, chegou à fase das alegações. O Ministério Público afirma que ela e Néstor direcionavam contratos na província de Santa Cruz, a base politica dos dois.",0
Pelosi em Taiwan: como a China perdeu a ilha e qual a situação atual da 'Província rebelde',mundo,A tensão entre China e Taiwan aumentou muito recentemente e atinge novo patamar com a visita da presidente da Câmara dos Deputados dos EUA. O futuro dessa disputa é importante para todos no planeta.,0
"'Não brinquem com fogo', diz representante da China na ONU",mundo,"'Não brinquem com fogo', diz representante da China na ONU",0
Veja imagens de crateras gigantes pelo mundo como o buraco misterioso que apareceu no Atacama,mundo,Sumidouro localizado na região do Atacama - com cerca de 25 metros de diâmetro e 200 de profundidade -  apareceu em uma área de mineração.,0
"'É a China que vai decidir se quer ou não um aumento das tensões', analisa especialista sobre visita de Pelosi à Ásia",mundo,A presidente da Câmara dos Deputados dos EUA chegou nesta terça-feira a Taiwan. Pequim disse considerar a visita uma provocação e prometeu fortes represálias.,0
VÍDEO: Abrigo resgata animais afetados pela onda de calor na França,mundo,Cerca de 200 aves e pequenos mamíferos foram encontrados sofrendo de desidratação ou desnutrição.,0
Animais selvagens sofrem com a estiagem no verão da França,mundo,"Funcionários de abrigos relatam que a cada ano aumentam os impactos sobre os bichos, de aves a mamíferos.",0
Entenda por que viagem de Nancy Pelosi a Taiwan eleva tensão entre EUA e China,mundo,"Representante americana chegou nesta terça-feira (2) ao território. China considera que Taiwan é parte de seu país, enquanto os EUA não reconhecem Taiwan como um Estado, mas mantêm relações com a ilha.",0
Avião com Nancy Pelosi pousa em Taiwan,mundo,"A presidente da Câmara dos Representantes dos Estados Unidos, Nancy Pelosi, chegou na manhã desta terça-feira (2) a Taiwan.",0
"Voo de Nancy Pelosi pousa em Taiwan, e China fala de 'infração severa' à sua soberania e anuncia ações militares",mundo,Pequim ameaça Estados Unidos com represálias e disse ter sobrevoado a ilha com aviões de guerra. Itinerário do voo não havia sido confirmado até o pouso. Viagem reflete confronto histórico de Pelosi com governo chinês. ,0
Fumaça sobe de prédio onde um ataque americano matou Ayman al-Zawahiri,mundo,"Ayman al-Zawahiri era sucessor de Osama Bin Laden, como chefe da rede Al-Qaeda",0
China monitorou voo de Nancy Pelosi e mandou aviões de guerra sobrevoarem Taiwan,mundo,Aeronave com a comitiva da presidente da Câmara dos EUA pousou em ilha. Pequim considera visita uma provocação e promete forte resposta aos EUA. ,0
"Afegãos duvidam da morte de Al Zawahiri, sucessor de Bin Laden na Al-Qaeda",mundo,Algusn detalhes causaram estranhamento nos moradores locais e na comunidade mundial.,0
Como a invasão da Ucrânia destruiu o sistema de saúde do país,mundo,"De acordo com a OMS (Organização Mundial da Saúde), mais de 269 ataques atingiram hospitais, clínicas e outras estruturas, mas é provável que esse número seja bem mais elevado. ",0
Governo espanhol 'rouba' imagem de modelo com perna mecânica e edita foto,mundo,Imagem foi usada em campanha publicitária incentivando a positividade sobre corpos. Outras duas mulheres também acusaram o Ministério de Igualdade do país de usar uma foto sua sem seu consentimento. Autor da campanha pede desculpas. ,0
"Assassinato de Al-Zawahiri é vitória para Biden, mas expõe fracasso de ocupação americana no Afeganistão",mundo,"Presidente americano tenta se redimir de retirada catastrófica do país, mas dificilmente morte do terrorista dará impulso aos democratas.",0
"Okhtyrka, a cidade ucraniana que disse não à ocupação russa",mundo,"Local resistiu às investidas russas e ganhou do governo o título de ""Cidade heroica"".",0
A dor da esposa de nigeriano espancado até morrer na Itália,mundo,"O vendedor Alika Ogorchukwu foi morto em uma rua movimentada de Civitanova Marce, na Itália, na última sexta-feira. A polícia investiga como suspeito um homem italiano de 32 anos. 'A dor é muito grande para mim', disse a esposa de Ogorchukwu, Charity Oriachi, em uma entrevista no domingo.",0
O 'sonho americano' que acabou em tragédia a 1.300 km de casa,mundo,O correspondente da BBC News no México acompanhou o funeral de três dos 53 imigrantes que morreram em um trailer no Texas no pior incidente desse tipo nos Estados Unidos.,0
Buraco gigante aparece no Atacama e chama atenção; veja vídeo,mundo,Autoridades locais puseram em prática protocolos de segurança para evitar acidentes. Buraco apareceu em área de mineração. ,0
"Buraco gigante aparece no Atacama, no Chile",mundo,"Buraco gigante aparece na região do Atacama, no Chile.",0
Suprema Corte da Rússia classifica batalhão Azov como 'grupo terrorista',mundo,Grupo nacionalista ucraniano já foi diversas vezes chamado de fascista pelos russos.,0
'Minha vida virou de cabeça para baixo quando entrei no programa de proteção a testemunhas aos 11 anos',mundo,"Mãe de Reece testemunhou homicídio, e eles precisaram se mudar; depois de achar que sua vida tinha acabado, ele conseguiu se reerguer — e agora quer ensinar outros jovens a fazer o mesmo.",0
População da China começará a cair a partir de 2025,mundo,"País, o mais populoso do mundo, enfrente crise demográfica. No ano passado, governo passou a permitir que casais tenham até três filhos. ",0
Iguanas nascem no arquipélago de Galápagos pela primeira vez em dois séculos; veja vídeo,mundo,"Espécie 'Conolophus subcristatus' foi observada por Charles Darwin, em 1935, mas desapareceu da região menos de 70 anos depois da visita do naturalista britânico. Em 2019, animais foram reintroduzidos ao arquipélago equatoriano.",0
Tartaruga gigante bloqueia tráfego de trens por várias horas na Inglaterra,mundo,Animal estava ferido e foi retirado dos trilhos por equipe especializada.,0
"Vídeo: grupo salva tubarão preso a gancho e linha de pesca em Maryland, nos EUA",mundo,Banhista utilizou alicate para retirar anzol da boca do animal.,0
"Al-Zawahiri, o chefe da Al-Qaeda morto pelos EUA, era médico e se tornou extremista aos 15 anos; conheça sua história",mundo,"Ayman al-Zawahiri só viu o rosto de sua esposa uma vez antes de se casar, foi preso e torturado no Egito e se uniu a Osama Bin Laden no fim dos anos 1990. Ele assumiu a organização em 2011.",0
"'Justiça foi feita', diz Biden sobre morte de Al-Zawahiri ",mundo,Presidente dos Estados Unidos falou da Casa Branca e afirmou que missão foi planejada cuidadosamente.,0
"Entenda o que é a Al-Qaeda, a organização terrorista que mudou a história com os ataques do 11 de setembro",mundo,Grupo tem como uma das suas principais missões barrar a influência ocidental em países muçulmanos e substituir seus governos por regimes fundamentalistas.,0
"EUA dizem que mataram Al Zawahiri, chefe da Al-Qaeda, no Afeganistão",mundo,"Os Estados Unidos fizeram uma operação militar em Cabul, no Afeganistão, no domingo (31), e mataram o líder Ayman al-Zawahiri, um dos fundadores da Al-Qaeda, de acordo com dirigentes do governo americano que pediram para não serem identificados. Não há vítimas civis.",0
Iguanas nascem na ilha de Galápagos pela primeira vez desde 1800,mundo,Iguanas nascem na ilha de Galápagos pela primeira vez desde 1800,0
Superministro da Economia da Argentina nomeia principais assessores,mundo,"Sergio Massa deve renunciar ao cargo de presidente da Câmara dos Deputados na terça-feira, antes de assumir o novo posto na quarta.",0
"EUA dizem que mataram Ayman al-Zawahiri, o chefe da Al-Qaeda, no Afeganistão",mundo,"Agência Central de Inteligência (CIA) foi a responsável pelo ataque que, no sábado, matou o sucessor de Osama bin Laden como líder da rede terrorista. Joe Biden confirmou a informação e disse que 'justiça foi feita'.",0
"Grupo salva tubarão preso a gancho e linha de pesca em Maryland, nos EUA",mundo,"Os homens conseguiram segurara o animal e retirar a linha de pesca e o gancho. Antes de devolver o tubarão para o mar, eles posaram para uma foto.",0
Justiça dos EUA condena invasor do Capitólio a 7 anos de prisão,mundo,"Norte-americano é associado da milícia de extrema-direita Three Percenters e ameaçou machucar os próprios filhos, caso informassem sua participação no ataque ao FBI",0
EUA acusam Rússia de usar usina como 'escudo nuclear' na Ucrânia,mundo,"Em março, a Rússia já tinha sido acusada de efetuar disparos perigosamente perto da usina de Zaporizhzhia, quando suas forças a assumiram nas primeiras semanas de sua invasão da Ucrânia.",0
Secretário-geral da ONU faz alerta sobre perigo de arsenais nucleares,mundo,"Existem cerca de 13 mil armas nucleares nos arsenais do mundo, os riscos de proliferação aumentam, e as salvaguardas para prevenir esta escalada se enfraquecem, disse Antonio Guterrez.",0
"'Se fosse um italiano, alguém teria acudido?': assassinato de nigeriano levanta debate sobre racismo na Itália",mundo,"O assassino, o italiano Filippo Claudio Ferlazzo, pegou a muleta que o africano usava para caminhar, o surrou e o sufocou até morrer. A agressão durou 4 minutos.",0
Enchentes no Kentucky matam pelo menos 35 pessoas e mais tempestades são previstas,mundo,"O número de mortos deve subir ainda mais, segundo o governador Andy Beshear. Ele disse que as autoridades vão encontrar corpos por semanas, enquanto as equipes tentam chegar a áreas mais remotas. ",0
Alemanha e França já receberam mais de 1 milhão de refugiados ucranianos desde o início da guerra,mundo,"Dados oficiais indicam que 6 milhões de pessoas deixaram a Ucrânia desde a invasão da Rússia, em fevereiro.",0
Descoberto por um cachorro: passageiro tenta entrar com sanduíche do McDonald's na Austrália e é multado em quase R$ 10 mil,mundo,"A Austrália tenta evitar que o vírus da febre aftosa, que atinge o gado, entre no país. Os passageiros que partem da Indonésia, onde a doença foi identificada, não podem levar alimentos. Uma cachorra que trabalha em um dos aeroportos descobriu que um viajante levava café da manhã do McDonald's escondido na mochila.",0
"Humanidade está a um 'erro de cálculo da aniquilação nuclear', diz chefe da ONU",mundo,"Antonio Guterres falou nesta segunda na abertura da conferência dos 191 países signatários do 'Tratado de não proliferação de armas nucleares'. Segundo ele, há cerca de 13 mil armas nucleares nos arsenais do mundo, e os riscos de proliferação têm aumentado.",0
Justiça do Reino Unido libera hospital para retirar suporte de vida de garoto de 12 anos que está em coma,mundo,Os médicos afirmam que Archie está com morte cerebral e dizem que o tratamento contínuo de suporte à vida não é do interesse dele. A família do garoto foi à Justiça contra a decisão. ,0
Imagens de satélite mostram fumaça do maior incêndio florestal da Califórnia em 2022,mundo,"Califórnia registra maior incêndio do ano, e 2.000 moradores deixam casas.",0
"'Não há vencedores em guerra nuclear', diz Putin; Biden quer novo acordo de armas nucleares",mundo,"""Negociação requer um parceiro disposto a operar em boa-fé"", disse Biden. O presidente dos EUA quer conversar com China e Rússia sobre o controle de armamento nuclear.",0
"Trump teria enterrado ex-esposa em campo de golfe para não pagar imposto, diz pesquisadora",mundo,"Uso do espaço como ""cemitério"" isenta ex-presidente americano de taxas cobradas pelo estado de New Jersey.",0
Imagens de drone mostram destruição causada por terremoto nas Filipinas,mundo,"Tremor de magnitude 7,1 deixou pelo menos 5 mortos e mais de 130 feridos.",0
Filipinos sofrem após forte terremoto destruir casas e prédios históricos,mundo,"Muitos moradores continuam acampados, com medo dos mais de 800 tremores secundários que já atingiram o país.",0
Índia anuncia primeira morte de infectado com varíola dos macacos confirmada na Ásia,mundo,"Homem de 22 anos recebeu diagnóstico positivo em viagem aos Emirados Árabes, segundo família. Caso é o quarto no mundo fora da África. ",0
Primeiro navio com grãos deixa porto de Odessa desde a invasão russa,mundo,Acordo conseguiu destravar o escoamento dos produtos ucranianos pelo Mar Negro.,0
VÍDEO: Mulher é resgatada de carro durante enchente nos EUA; cachorro não conseguiu ser salvo,mundo,"Imagens mostram a equipe de resgate retirando a mulher pela janela enquanto o veículo enchia de água. Ela pede para pegarem seu cachorro, mas o animal não foi encontrado. ",0
"Ante indiferença de pedestres, nigeriano é agredido até a morte em rua da Itália ",mundo,"Agressor, um italiano de 32 anos, socou e sufocou Alika Ogorchukwu, de 39 anos, por cerca de quatro minutos, enquanto pessoas caminhavam e filmavam em rua de Civitanova Marche, na costa nordeste do país. ",0
Polícia resgata mulher de veículo preso em enchentes no Arizona,mundo,Polícia resgata mulher de veículo preso em enchentes no Arizona.,0
"Americano, estadunidense ou norte-americano? As disputas sobre o uso do termo para nascidos nos EUA",mundo,"Não há um termo errado, mas a escolha pode indicar como você pensa o mundo.",0
Nancy Pelosi inicia viagem pela Ásia criticada por Xi Jinping; Taiwan é dúvida,mundo,Presidente chinês ameaçou EUA caso líder da Câmara norte-americana visite a ilha. Itinerário ainda é mantido em segredo por conta de tensões com a China. ,0
Conservadores começam a votar para definir sucessor de Boris Johnson,mundo,"Até o final desta semana, os partidários devem receber suas cédulas. Eles podem votar até o dia 2 de setembro pelo correio.",0
Papa anuncia viagem ao Cazaquistão e deve se encontrar com líder ortodoxo russo,mundo,"Pontífice havia cancelado encontro em junho com o Patriarca Kirill, que chefia a Igreja Ortodoxa da Rússia e é forte apoiador de Putin e da guerra na Ucrânia. ",0
Secretário-geral da ONU elogia partida de primeiro navio carregado com grãos na Ucrânia,mundo,"Navio foi o primeiro desde o acordo entre Rússia e Ucrânia para a circulação e exportação, principalmente, de cereais.",0
Incêndio McKinney avança sobre floresta do norte da Califórnia,mundo,Incêndio McKinney avança sobre floresta do norte da Califórnia,0
Ex-assessor de Putin que se demitiu é internado com doença imune rara,mundo,"Anatoly Chubais, o maior responsável pelas privatizações na Rússia pós-URSS, deixou seu posto no Kremlin após a invasão da Rússia à Ucrânia. Agência de inteligência europeia investiga envenenamento. ",0
"Califórnia registra maior incêndio do ano, dois morrem e 2.000 moradores deixam casas; veja imagens ",mundo,"Chamas estão fora de controle na floresta nacional de Klamath, no norte do estado dos EUA. Ao menos duas pessoas morreram, e governador declarou estado de emergência no fim de semana. ",0
Primeiro navio com grãos deixa porto de Odessa desde a invasão russa,mundo,Acordo conseguiu destravar o escoamento dos produtos ucranianos pelo Mar Negro.,0
Novas chuvas dificultam resgates em inundações no sul dos EUA,mundo,"Inundações transformaram estradas em rios, destruíram pontes, varreram casas e mataram 28 pessoas, segundo os dados oficiais mais recentes.",0
"Chile: a um mês do referendo, texto da nova Constituição é vendido 'como água'",mundo,"O texto da nova Constituição já vendeu dezenas de milhares de exemplares, como nunca visto no país.",0
Ataque russo mata maior empresário ucraniano de cereais e um dos homens mais ricos do país,mundo,"Mansão de Oleksiy Vadatursky foi atingida por míssil russo, matando milionário e sua esposa. Detentor de uma fortuna estimada em US$ 430 milhões, ele era um dos maiores empresários do setor agrícola ucraniano.",0
"Parte de depósito desaba no porto de Beirute, no Líbano",mundo,"Parte de depósito desaba no porto de Beirute, no Líbano.",0
VÍDEO: Depósito do porto de Beirute desmorona após grãos fermentarem por excesso de calor ,mundo,Desabamento ocorre dois anos depois de megaexplosão em armazém de nitrato de amônio deixar mais de 215 mortos na cidade. ,0
"Família Bin Laden doou um milhão de libras à fundação do príncipe Charles, diz imprensa",mundo,"Segundo jornal inglês ""Sunday Times"", herdeiro da coroa britânica aceitou doação apesar de assessores terem desaconselhado operação. Fundação está sendo investigada pela polícia britânica. ",0
"Mulher levada pelos policiais por racismo contra filhos de Giovanna Ewbank já foi liberada, diz jornal português",mundo,"A polícia considerou que ela estava alcoolizada. A atriz e seu marido, Bruno Gagliasso, ainda devem prestar depoimento.",0
"Sobe para 26 mortos em inundações no Kentucky; 'Encontraremos corpos por semanas', diz governador",mundo,"Chuvas torrenciais históricas, associadas às mudanças climáticas, deixaram centenas de casas submersas no estado norte-americano. Dezenas de pessoas seguem desaparecidos, e governador disse que quantidade de vítimas fatais deve crescer. ",0
O que um rei francês tem a ver com a origem das teorias da conspiração modernas,mundo,"A história das teorias da conspiração é muita antiga, e um de seus momentos de apogeu foi durante Idade Média, na qual um monarca se destacou.",0
"Tiroteio em Orlando, nos EUA, deixa 7 feridos",mundo,"Homem disparou contra pessoas em uma área de bares em lojas na região central da cidade da Florida, segundo polícia local. Autor do crime ainda não foi identificado. Ninguém morreu.",0
"Morre Fidel Ramos, ex-presidente das Filipinas",mundo,Ele governou o país asiático entre 1992 e 1998.,0
"China está preparada para defender sua soberania, diz porta-voz da Força Aérea do país sobre Taiwan",mundo,Tensões entre chineses e americanos aumentaram com a possibilidade de a presidente da Câmara dos EUA visitar Taiwan.,0
"Biden testa positivo para Covid pela 2ª vez, caso é de ´rebote de medicação'; entenda",mundo,"Presidente testou positivo em 21 de julho e foi tratado com Paxlovid, da PFizer. Em alguns casos raros, pacientes medicados viram ressurgir sintomas ou testaram positivo após os 5 dias de tratamento com a droga.",0
Papa diz que internatos cristãos promoveram genocídio contra crianças indígenas no Canadá,mundo,"Entre 1881 e 1996, mais de 150 mil crianças indígenas foram separadas de suas famílias e levadas para essas instituições. Muitas crianças passaram fome, foram espancadas e abusadas sexualmente em um sistema que a Comissão de Verdade e Reconciliação do Canadá chamou de ""genocídio cultural"".",0
"Zelensky pede que população deixe a região de Donetsk, no leste da Ucrânia",mundo,"""Foi tomada uma decisão governamental sobre a evacuação obrigatória da região de Donetsk"", disse o presidente ucraniano em seu comunicado diário.",0
"Relógio de Hitler é vendido por US$ 1,1 milhão em leilão controverso",mundo,"Em carta aberta, dezenas de líderes judeus haviam pedido que casa de leilões americana cancelasse a venda dos itens nazistas, que incluíram ainda pertences da mulher do ditador e papel higiênico das Forças Armadas.",0
Varíola dos macacos: Governadora de Nova York declara estado de emergência,mundo,Estado registrou mais de 25% dos casos da doença em todo o país; Ordem executiva aumenta o número de pessoas que podem administrar a vacina,0
"Em efeito 'rebote', Joe Biden testa positivo para Covid pela 2ª vez; entenda elo com remédio Paxlovid",mundo,"Presidente testou positivo em 21 de julho e foi tratado com Paxlovid, da PFizer. Em alguns casos raros, pacientes medicados viram ressurgir sintomas ou testaram positivo após os 5 dias de tratamento com a droga.",0
Papa diz que internatos cristãos promoveram genocídio contra crianças indígenas no Canadá,mundo,"Entre 1881 e 1996, mais de 150 mil crianças indígenas canadenses foram separadas de suas famílias e levadas para internato. Muitas delas passaram fome, foram espancadas e abusadas sexualmente.",0
"Bilhete comprado em Chicago ganha prêmio de US$ 1,33 bilhão da Mega Millions",mundo,Um único bilhete ganhador foi comprado em um posto de gasolina.,0
Espanha confirma morte de segunda pessoa com varíola dos macacos,mundo,País havia informado a primeira morte de paciente infectado na sexta; Brasil tem uma morte confirmada.,0
Os assassinatos da vida real que nem Agatha Christie conseguiu resolver,mundo,Homicídios suspeitos ocorridos no Reino Unido do século 19 continuam intrigando até hoje.,0
Crise política no Iraque: apoiadores de líder xiita ocupam o Parlamento,mundo,"Esta é a segunda invasão do Parlamento somente esta semana. Críticas se voltam, principalmente, à corrupção.",0
Bombeiros combatem chamas em escolas bombardeadas na Ucrânia,mundo,Escolas foram destruídas na região de Kharkiv. Ninguém morreu.,0
Bombeiros combatem chamas em escolas bombardeadas na Ucrânia,mundo,Bombeiros combatem chamas em escolas bombardeadas na Ucrânia,0
A operação secreta para negar as mudanças climáticas – e como ela afeta o mundo até hoje,mundo,"Trinta anos atrás, uma reunião de representantes da indústria e profissionais das relações públicas elaborou um plano de propaganda que teve 'consequências inimagináveis' para a narrativa climática.",0
"Papa diz que porta à renúncia está aberta, mas não agora",mundo,"Pontífice conversou com jornalistas no avião papal, voltando de uma viagem ao Canadá",0
Imagens aéreas mostram enchente e destruição após tempestade no Kentucky,mundo,"Inundações desencadeadas por chuvas torrenciais ""épicas"" varreram casas, lavaram estradas e empurraram rios sobre suas margens",0
